UID,Good_Bad,CUSTOMER_PROFILE_CODE,LOCATIONNAME,VEHICLEMODEL,ASSETCOST,LOANAMOUNT,EMI,TENURE,ADDRESSCONFIRMED,DESIGNATION,RESIDENCETYPE,NOOFYEARSINSAMECITY,RESIDENCESTABILITY,RESIDENCELOCALITY,BUSINESSCATEGORY,BUSINESSMARGINGROSS,INCOMEEMPLOYMENT,STABILITYINBUSINESS,STABILITYCONFIRMED,STABILTIYCONFIRMEDTHRU,ISFAMILYINVOLVED,OFFICETYPE,MONTHLYTURNOVER,STOCKVALUEINHAND,BUSINESSMARGINNET,NOOFEMPLOYEES,NAMEBOARDSEEN,OFFICELOCALITY,ISRESIDENCECOMEOFFICE,ENDUSEOFLOAN,ENDUSEOFASSET,ASSETLOCATION,NEIGHBOURREF,POLITICALLINK,PROFESSIONTYPE,CURRENTBUSINESSSTABILITY,APPLICANTDESIGNATION,ASSETREGMONTH,ASSETREGYEAR,LANDOWNERSHIP,IRRIGATIONSOURCE,CROPSCULTIVATED,DISTFROMSCELOCATION,DISTFROMDEALERLOCATION,IMGCONFIRM,TOTALEXPENSEPERMONTH,NETINCOMEPERMONTH,FOIR
5836,Good,PROF096,MYSORE,MAHINDRA BOLERO XL 10 STR DIESEL 2009,390000,304250,8860,48,Y,APPLICANT,O,10,10,3,PR006,0,100000,10,Y,5,N,O,0,0,0,1,N,1,Y,PERSONAL USE ,1,MYSORE,POSITIVE,N,SEP,10,CIVIL CONTRACTOR,,0,,,,0,0,Y,30000,70000,13
5837,Bad,PROF280,KARIMNAGAR,HYUNDAI I20 ASTA 1.4 CRDI DIESEL 2011,450000,404250,10935,60,Y,APPLICANT,O,5,3,3,PR005,0,154500,2,Y,6,N,O,0,0,0,1,N,1,Y,PERSONAL USE,1,RAMAGUNDAM,POSITIVE,N,SEP,7,PROPRIETOR,,0,,,,0,0,Y,91600,62900,57
5838,Good,PROF025,DELHI,MARUTI SUZUKI SWIFT DZIRE VDI DIESEL 2012,494000,400000,14563,36,Y,DIRECTOR,O,30,10,3,PR003,0,300000,25,N,,N,O,0,0,0,10,Y,2,N,FOR BUSINESS USE,1,,POSITIVE,N,SEP,10,DIRECTOR,,0,,,,0,0,Y,,,NA
5839,Bad,PROF383,TRICHY ,CHEVROLET ENJOY 1.3 LTZ 7 STR DIESEL 2013,530000,434250,11544,60,Y,APPLICANT,O,45,4,3,PR005,30,80000,4,Y,5,Y,O,80000,1000,20,0,Y,1,N,FAMILY USED TO CAR,1,LALGUDI,POSITIVE,N,SEP,4,RENTAL INCOME,,0,,,,0,0,Y,25000,55000,21
5840,Good,PROF375,KOLKATA,MAHINDRA SCORPIO VLX 2WD BS IV DIESEL 2011,1200000,384250,14196,36,Y,APPLICANT ,O,29,29,3,PR005,0,25000,14,Y,1,N,O,0,0,0,0,N,2,N,APLLICANT,1,RANIHATI HOWRAH,POSITIVE,N,SEP,14,PROPRIETOR ,,0,,,,0,0,Y,5000,20000,71
5841,Good,PROF150,ALLAHABAD,MARUTI SUZUKI ERTIGA LDI DIESEL 2012,700000,504250,18230,36,Y,APPLICANT SELF,O,64,15,5,PR005,0,12000,2,Y,6,Y,O,0,0,0,1,N,1,Y,PURCHASE OF MARUTI ERTIGA.,2,ALLAHABAD,POSITIVE,N,SEP,2,PENSIONER,,0,,,,0,0,Y,5000,7000,260
5842,Bad,PROF208,BANGALORE ,MARUTI SUZUKI SWIFT ZDI DIESEL 2014,400000,354250,13345,36,Y,APPLICANT ,O,15,15,3,PR005,0,50000,5,N,,Y,R,0,0,0,10,Y,2,Y,PERSONAL ,1,BANGALORE ,POSITIVE,N,SEP,5,PROPRIETOR ,,0,,,,0,0,Y,10000,40000,33
5843,Bad,PROF223,MADURAI,TATA INDICA VISTA AURA ABS QUADRAJET BS IV DIESEL 2011,600000,254250,11124,30,Y,APPLICANT,O,20,20,3,PR006,100,38000,20,Y,4,N,R,200000,100000,100,1,Y,1,N,APPLICANT,1,CUMBAM,POSITIVE,N,SEP,20,OWNER,,0,,,,0,0,N,17800,20200,71
5844,Good,PROF252,MADURAI,MARUTI SUZUKI SWIFT VDI DIESEL 2012,600000,394250,15059,36,Y,FATHER,O,30,30,3,PR009,100,60000,2,Y,4,N,O,200000,200000,100,5,Y,1,Y,APPLICANT,1,THENI,POSITIVE,N,AGR,20,OWNER,,0,,,,0,0,Y,13000,47000,32
5845,Bad,PROF245,MYSORE,MARUTI SUZUKI SWIFT DZIRE VDI DIESEL 2010,300000,204250,7546,36,Y,OWNER,O,25,20,3,PR003,0,51000,15,Y,5,N,R,0,0,0,3,Y,2,N,APPLICANT USE,1,KOTTAMUDI KODAGU,POSITIVE,N,SEP,15,OWNER,,0,,,,0,0,Y,17000,34000,22
5846,Good,PROF211,SURAT,MARUTI SUZUKI ALTO K10 VXI PETROL 2012,225000,179250,6473,36,Y,APPLICANT,O,10,7,3,PR005,15,80000,7,Y,5,N,O,700000,0,12,2,N,1,Y,SELF,1,SURAT,POSITIVE,N,SEP,7,OWNER,,0,,,,0,0,Y,20000,60000,11
5847,Bad,PROF207,BHOPAL ,MARUTI SUZUKI ALTO LX BS III PETROL 2010,150000,124250,4384,36,Y,SELF,O,25,10,3,PR005,30,25000,5,Y,6,Y,O,100000,100000,20,2,N,1,Y,PURCHASE THIS VAHICLE ,1,RESIDENT,POSITIVE,N,SEP,5,SELF,,0,,,,0,0,Y,5000,20000,22
5848,Good,PROF229,NAGPUR,HYUNDAI EON ERA PETROL 2013,300000,200000,7408,36,Y,SELF,L,1,1,3,PR001,0,545436,5,N,5,N,L,0,0,0,2,Y,2,N,PERSSONEL,1,NAGPUR,POSITIVE,N,SAL,5,SUPERITENDENT,,0,,,,0,0,Y,0,545436,1
5849,Good,PROF356,RAIPUR ,MARUTI SUZUKI SWIFT DZIRE VDI DIESEL 2013,550000,454250,14385,48,Y,SELF,O,5,5,3,PR005,0,60000,5,N,,N,O,0,0,0,1,Y,1,N,TO BUY THE ASSET ,1,,POSITIVE,N,SEP,5,PROPRIETOR,,0,,,,0,0,Y,16000,44000,51
5850,Good,PROF346,PUNE,MARUTI SUZUKI RITZ VDI BS IV DIESEL 2009,450000,354250,10767,48,Y,SELF,O,25,20,3,PR005,0,30000,10,Y,1,N,R,0,0,0,1,Y,2,N,PURCHASE OF USE CAR,1,PUNE,POSITIVE,N,SEP,10,PROP,,0,,,,0,0,Y,0,30000,36
5851,Bad,PROF204,COIMBATORE ,MARUTI SUZUKI ALTO LXI BS II PETROL 2007,300000,150000,7813,24,Y,APPLICANT ,O,35,36,3,PR002,100,34000,8,N,5,Y,O,10000,10000,100,1,Y,1,Y,APPLICANT ,1,UDUMALPET ,POSITIVE,N,SAL,8,APPLICANT ,,0,,,,0,0,Y,10000,24000,33
5852,Good,PROF319,CHENNAI I,HONDA CITY 1.5 V MT PETROL 2012,600000,500000,18839,36,Y,PARTNER ,O,180,180,3,PR004,0,810000,6,N,,Y,R,800000,0,0,6,Y,1,N,BUSINESS DEVELOPMENT,1,CHENNAI ,POSITIVE,N,SEP,6,PARTNER,,0,,,,0,0,Y,682970,127030,32
5853,Good,PROF383,COIMBATORE,TOYOTA INNOVA 2.5 V 8 STR DIESEL 2008,450000,350000,15167,30,Y,APPLICANT,O,30,8,3,PR006,0,340000,20,N,,N,O,0,0,0,0,N,1,N,SALE PURCHASE TOYOTA INNOVA,1,COIMBATORE,POSITIVE,N,SEP,20,PROP,,0,,,,0,0,Y,25000,315000,5
5854,Good,PROF400,MADURAI,MAHINDRA QUANTO C4 DIESEL 2014,700000,354250,12940,36,Y,WIFE,O,30,7,3,PR006,100,15000,6,Y,5,N,O,15000,15000,100,1,N,1,Y,APPLICANT,1,BODINAYAKANUR,POSITIVE,N,SEP,6,TH POLICE SIS PENSINOR,,0,,,,0,0,Y,5000,10000,129
5855,Bad,PROF282,HYDERABAD ,TOYOTA FORTUNER 3.0 MT 4X2 DIESEL 2013,1600000,1500000,39838,60,Y,PROP,O,60,40,3,PR005,0,800000,5,N,,N,O,0,0,0,40,Y,1,N,PERSONAL USAGE,1,GOSHAMAHAL,POSITIVE,N,SEP,20,PROP,,0,,,,0,0,Y,350000,450000,9
5856,Bad,PROF105,RAIPUR ,HYUNDAI VERNA 1.6 SX CRDI AT DIESEL 2014,700000,412250,15231,36,Y,OWNER,O,20,20,3,PR005,10,100000,10,N,6,N,O,100000,500000,8,10,Y,1,N,PERSONNAL USE,1,DURG,POSITIVE,N,SEP,10,PROPREITOR,,0,,,,0,0,Y,20000,80000,19
5857,Bad,PROF393,NASIK,BMW 7 SERIES 730L D DIESEL 2008,3000000,2512750,65960,60,Y,SELF,O,30,30,3,PR005,0,8.91,15,Y,1,Y,O,0,0,0,10,N,2,N,SELF OWNED,1,NASIK,POSITIVE,N,SEP,15,PROP,,0,,,,0,0,Y,,,NA
5858,Bad,PROF321,SALEM ,MAHINDRA BOLERO SLX DIESEL 2011,530000,434250,16586,36,Y,GURUNTOR ,O,25,25,3,PR006,0,20000,10,Y,5,N,O,0,0,0,11,Y,1,N,ASSET PURCHASE ,1,METTUR ,POSITIVE,N,SEP,6,WELDER FOR ANGAPPA FABRICATOR ,,0,,,,0,0,Y,10000,10000,166
5859,Good,PROF220,MYSORE,MARUTI SUZUKI OMNI 8 SEATER BS IV PETROL 2014,210000,114250,5856,24,Y,WIFE,O,40,40,3,PR002,0,25000,4,Y,5,N,O,0,0,75,3,N,1,N,NO OTHER LOANS.,1,THIRTHAHALLI ,POSITIVE,N,SAL,4,SECURITY GUARD AND AGRICULTURE ,,0,,,,0,0,Y,10000,15000,39
5860,Bad,PROF211,SALEM,SKODA RAPID ELEGANCE 1.6 TDI MT DIESEL 2012,1000000,504250,12607,60,Y,PROP,O,27,27,3,PR005,0,300000,7,Y,5,N,O,0,0,0,6,N,1,Y,OWN USE,1,GANDHIPURAM,POSITIVE,N,SEP,4,PROP,,0,,,,0,0,Y,160740,139260,23
5861,Good,PROF235,INDORE,MAHINDRA QUANTO C8 DIESEL 2013,435000,354250,8857,60,Y,SELF,O,30,30,3,PR001,0,35605,15,Y,5,N,O,0,0,0,0,Y,2,N,SELF USE,1,INDORE,POSITIVE,N,SAL,10,ANCHILLARY LABOUR,,0,,,,0,0,Y,10000,25605,35
5862,Bad,PROF235,RAIPUR ,SKODA RAPID AMBITION 1.6 TDI MT DIESEL 2013,700000,608500,16227,60,Y,CO HIRER,O,19,12,3,PR005,0,300000,8,Y,1,N,O,0,0,0,6,Y,2,N,BUSINESS PURPOSE,2,RAIPUR,POSITIVE,N,SEP,8,PROPREITOR,,,,,,,,Y,,,NA
5863,Good,PROF229,KARIMNAGAR,MARUTI SUZUKI SWIFT VDI BS IV DIESEL 2014,500000,464250,12071,60,Y,APPLICANT,O,18,6,3,PR001,0,35825,17,Y,5,N,R,28535,0,0,1,Y,1,Y,APPLICANT,1,KARIMNAGR,POSITIVE,N,SAL,17,OFFICE SUBARDINATE,,0,,,,0,0,Y,6500,29325,41
5864,Good,PROF245,AHMEDABAD,MARUTI SUZUKI SWIFT DZIRE VDI DIESEL 2013,500000,400000,12084,48,Y,SELF,O,6,6,3,PR005,0,100000,6,N,5,N,O,0,0,0,0,Y,1,Y,SELF,1,AHMEDABAD,POSITIVE,N,SEP,6,PROP,,0,,,,0,0,Y,15000,85000,14
5865,Bad,PROF283,INDORE ,MARUTI SUZUKI ALTO LXI BS III PETROL 2009,130000,90250,3335,36,Y,,,,,,,0,0,0,N,,N,,0,0,0,0,Y,,N,,,,POSITIVE,N,,0,,,0,,,,0,0,N,0,0,9223372036854780000
5866,Bad,PROF277,BANGALORE ,HYUNDAI I10 SPORTZ 1.2 PETROL 2010,250000,204250,10298,24,Y,GUARANTOR,O,25,25,3,PR005,0,40000,10,Y,4,Y,O,40000,0,0,2,Y,2,N,GUARANTOR,3,DODDABALLAPUR,POSITIVE,N,SEP,10,PROPREITOR,,0,,,,0,0,Y,21000,19000,54
5867,Good,PROF204,ERNAKULAM,MARUTI SUZUKI ALTO K10 VXI PETROL 2015,350000,304250,7734,60,Y,CO APPLICANT,O,58,46,3,PR001,0,51000,5,Y,5,N,O,0,0,0,1,N,2,N,RE FINANCE,2,,POSITIVE,N,SAL,2,IT SUPPORT OFFICER,,0,,,,0,0,Y,0,51000,15
5868,Good,PROF209,KOLHAPUR,MARUTI SUZUKI SWIFT DZIRE VXI 1.2 BS IV PETROL 2010,500000,404250,10484,60,Y,APP SELF,O,15,15,3,PR001,0,45000,15,Y,5,N,O,0,0,0,10,Y,2,N,PERSONALLY ,1,,POSITIVE,N,SAL,15,ASSISTANT PROFESSOR ,,0,,,,0,0,Y,0,45000,23
5869,Bad,PROF382,NAGPUR,HYUNDAI VERNA VTVT 1.6 PETROL 2012,500000,454250,11777,60,Y,SELF,O,30,17,3,PR005,0,50000,4,Y,5,N,O,0,0,0,0,N,1,Y,PERSONAL USE,1,NAGPUR,POSITIVE,N,SEP,4,PROP,,0,,,,0,0,Y,0,50000,24
5870,Good,PROF262,TIRUNELVELI ,MAHINDRA BOLERO SLX DIESEL 2013,520000,424250,12905,48,Y,PROP,O,30,7,3,PR003,90,10000,30,Y,5,Y,O,60000,100,70,1,Y,2,N,FAMILY USAGE,1,RR NAGAR,POSITIVE,N,SEP,30,PROP,,0,,,,0,0,Y,0,10000,129
5871,Bad,PROF245,CALICUT,FORD FIGO 1.4 TDCI DIESEL 2010,340000,254250,7738,48,Y,APPLICANT,O,28,25,3,PR005,0,50000,6,Y,1,N,R,0,0,0,0,Y,1,N,SALE PURCHASE ,1,THRISSUR ,POSITIVE,N,SEP,5,PROPRIETOR ,,0,,,,0,0,Y,10000,40000,19
5872,Good,PROF229,COIMBATORE ,HYUNDAI VERNA CRDI SX 1.6 DIESEL 2012,700000,604250,16718,60,Y,APPLICANT,O,15,15,3,PR001,100,116279,25,N,1,N,O,174599,0,100,0,Y,2,N,CAR PURCHASE,1,COIMBATORE,POSITIVE,N,SAL,25,DEPUTY MANAGER,,0,,,,0,0,Y,29000,87279,39
5873,Good,PROF360,TIRUNELVELI ,MARUTI SUZUKI SWIFT DZIRE VDI DIESEL 2014,575000,454250,13817,48,Y,PROPRIETOR,O,25,25,3,PR005,15,135000,7,Y,6,N,O,200000,1500000,10,1,N,1,Y,APPLICANT AND HIS FAMILY USAGE,1,TIRUNELVELI,POSITIVE,N,SEP,7,HITACHI OWNER CUM OPERATOR,,0,,,,0,0,Y,60000,75000,18
5874,Good,PROF109,CALICUT,HYUNDAI I10 ASTA 1.2 PETROL 2010,400000,219250,9183,30,Y,,,,,,,0,,0,N,,N,,0,0,0,0,Y,,,,,,POSITIVE,,,,,,0,,,,0,0,N,0,0,0
5875,Good,PROF358,ORISSA,MARUTI SUZUKI SWIFT VDI DIESEL 2009,700000,174250,5155,48,Y,APPLICANT,O,40,40,3,PR005,20,20000,3,Y,5,N,O,100000,30000,18,1,Y,1,N,GIVEN TO SALER,1,CUTYTACK,POSITIVE,N,SEP,3,PROPREITOR,,0,,,,0,0,Y,4000,16000,32
5876,Good,PROF235,INDORE,MARUTI SUZUKI OMNI LPG BS IV PETROL 2010,180000,104250,3765,36,Y,SELF,O,22,22,1,PR005,0,30800,12,Y,1,N,O,0,0,0,0,N,1,Y,VEHICLE PURCHASE,1,INDORE,POSITIVE,N,SEP,12,OWNER,,0,,,,0,0,Y,13480,17320,35
5877,Good,PROF096,VISAKHAPATNAM,HONDA CITY 1.5 E MT PETROL 2012,550000,500000,12917,60,Y,SELF,O,12,12,3,PR005,0,100000,12,Y,1,Y,O,0,0,0,1,Y,1,Y,SAME AS ABOVE,1,VIZAG,POSITIVE,N,SEP,12,HAVING CONSTRUCTION ON HIS OWN ,,0,,,,0,0,Y,1000,99000,13
5878,Good,PROF227,BANGALORE,HONDA CITY VX MT DIESEL 2014,800000,758500,19595,60,Y,APPLICANT,O,33,15,3,PR002,0,60000,7,Y,2,N,L,60000,0,0,1,N,2,N,APPLICANT,1,BANGLORE,POSITIVE,N,SAL,3,SENIOR SOFT ENGEENER,,0,,,,0,0,Y,15000,45000,44
5879,Good,PROF227,LUDHIANA,NISSAN MICRA XV DIESEL 2011,200000,90000,4575,24,Y,SPOUSE ,L,7,5,3,PR002,0,24000,4,N,,N,R,0,0,0,0,N,2,N,VEHICLE TO BE USED FOR FAMILY USE ,1,LUDHIANA ,POSITIVE,N,SAL,4,SUPERVISIOR ,,0,,,,0,0,Y,0,24000,19
5880,Bad,PROF300,AURANGABAD,MARUTI SUZUKI ALTO K10 VXI PETROL 2014,370000,274250,8347,48,Y,SELF,O,20,20,3,PR005,0,150000,10,Y,5,Y,R,0,0,0,1,Y,2,N,SALE-PURCAHSE,1,AURANGABAD,POSITIVE,N,SEP,10,PROPRITER,,0,,,,0,0,Y,0,150000,6
5881,Bad,PROF252,KUMBAKONAM,MAHINDRA XYLO E4 BS IV DIESEL 2010,900000,354250,13354,36,Y,APPLICANT ,O,25,2,3,PR005,30,50000,10,Y,5,N,O,60000,20000,20,1,N,1,Y,FAMILY USE  AND COMMERCIAL ,1,CHOLLAPURAM,POSITIVE,N,SEP,10,PROP,,0,,,,0,0,Y,16000,34000,48
5882,Bad,PROF305,ORISSA,TOYOTA ETIOS VD DIESEL 2012,800000,454250,11735,60,Y,PROPRITER,O,60,47,3,PR003,50,130000,15,N,1,Y,O,600000,0,30,3,Y,2,N,PERSONAL,1,JHARSUGUDA,POSITIVE,N,SEP,15,PROPRITER,,0,,,,0,0,Y,30000,100000,12
5883,Good,PROF229,KOLHAPUR,TATA INDIGO LX DIESEL 2010,250000,154250,9984,18,Y,SELF,L,4,4,3,PR001,100,28697,4,Y,5,N,O,28697,0,90,4,Y,2,N,SELF,1,SELF,POSITIVE,N,SAL,4,CANAL INSPECTOR,,0,,,,0,0,Y,6550,22147,45
5884,Bad,PROF245,AMRITSAR,HYUNDAI I20 MAGNA O 1.4 CRDI DIESEL 2014,500000,450000,11625,60,Y,SELF,O,28,28,3,PR006,0,20000,8,Y,5,Y,O,0,0,0,2,Y,2,N,OLD CAR PURCHASE ,2,,POSITIVE,N,SEP,8,FAMILY BUSINESS,,0,,,,0,0,Y,0,20000,58
5885,Good,PROF223,INDORE,MARUTI SUZUKI SWIFT DZIRE ZDI BS IV DIESEL 2013,600000,504250,13447,60,Y,PROPERITOR,O,20,20,3,PR005,0,50000,15,Y,5,Y,R,0,0,0,2,N,2,N,FUND USE OF VEHICLE PURCHASE,1,DWARKAPURI INDORE,POSITIVE,N,SEP,15,PROPERITOR,,0,,,,0,0,Y,10000,40000,34
5886,Bad,PROF252,TIRUPATHI,MAHINDRA BOLERO SLX DIESEL 2012,600000,454250,16404,36,Y,APPLICANT,O,35,35,3,PR007,0,50000,20,N,5,N,O,0,0,0,1,N,1,N,TO PURCHASE A USED CAR,1,LAKSHAMPALLI SETTUR ANATAPUR,POSITIVE,N,AGR,20,FARMER,,0,,,,0,0,Y,20000,30000,55
5887,Good,PROF383,BANGALORE ,CHEVROLET ENJOY 1.3 LT 7 STR DIESEL 2013,475000,354250,9583,60,Y,APPLICANT ,O,30,30,3,PR005,0,50000,20,N,1,Y,O,0,0,0,2,Y,1,Y,PERSONAL ,1,BANGALORE ,POSITIVE,N,SEP,20,PROPREITOR ,,0,,,,0,0,Y,20000,30000,32
5888,Good,PROF245,HYDERABAD ,TOYOTA INNOVA 2.5 G1 DIESEL 2011,850000,800000,24547,48,Y,BORROWER,O,15,7,3,PR005,0,500000,10,Y,5,N,O,0,0,0,4,N,1,Y,"COMMERCIAL USAGE WITH

WHITE BOARD",1,HYDERABAD,POSITIVE,N,SEP,6,PROPRIETOR,,0,,,,0,0,Y,155284,344716,7
5889,Good,PROF109,VIJAYAWADA,HONDA CITY 1.5 S MT PETROL 2009,180000,134250,4819,36,Y,CO APPLICANT,O,20,7,3,PR005,0,28000,5,Y,1,N,R,0,0,0,0,Y,2,Y,FOR PURCHASE OF VEHICLE,2,VUYYURU,POSITIVE,N,SEP,3,PROPRIETOR,,0,,,,0,0,Y,15000,13000,37
5890,Bad,PROF345,AHMEDABAD,VOLKSWAGEN VENTO COMFORTLINE DIESEL 2011,550000,429250,13236,48,Y,SELF,R,4,2,3,PR005,0,95000,4,Y,1,Y,R,200000,500000,0,6,Y,2,N,APPLICANT ,1,KADI,POSITIVE,N,SEP,4,PROPREITOR ,,0,,,,0,0,Y,20000,75000,18
5891,Good,PROF117,TRICHY ,TATA INDICA V2 DLS BS III DIESEL 2012,500000,254250,9203,36,Y,APPLICANT  ,O,46,30,3,PR005,25,68000,2,Y,5,Y,R,210000,5000,20,2,Y,2,N,TRAVELS USE ,1,AVUDAYARKOIL,POSITIVE,N,SEP,2,PROPREITOR ,,0,,,,0,0,Y,15000,53000,17
5892,Good,PROF082,INDORE,MARUTI SUZUKI SWIFT VDI BS IV DIESEL 2011,300000,204250,5299,60,Y,SELF,O,24,24,3,PR005,0,40000,30,Y,5,Y,O,0,0,0,2,Y,2,N,VEHICLE PURCHASE,1,INDORE,POSITIVE,N,SEP,30,TAILOR,,0,,,,0,0,Y,11900,28100,24
5893,Bad,PROF109,SALEM ,MARUTI SUZUKI 800 AC PETROL 2012,200000,104250,4039,36,Y,APPLICANT,O,25,15,5,PR018,0,30000,1,N,,N,O,0,0,0,0,N,1,N,ASSET PURCHASE,1,SALEM,POSITIVE,N,OTH,1,HOUSE WIFE,,0,,,,0,0,Y,15000,15000,27
5894,Good,PROF207,VIJAYAWADA,MARUTI SUZUKI SWIFT VDI BS IV DIESEL 2010,350000,304250,11621,36,Y,APPLICANT,O,25,10,3,PR005,0,90000,20,Y,1,N,O,0,0,0,2,Y,1,Y,FOR PURCHASE OF VEHICLE ,1,GUNTUR ,POSITIVE,N,SEP,20,PROPRIETOR,,0,,,,0,0,Y,50000,40000,29
5895,Bad,PROF257,MYSORE,MARUTI SUZUKI RITZ VDI BS IV DIESEL 2010,330000,284250,8800,48,Y,APPLICAMT,O,22,22,3,PR006,0,60000,3,N,,Y,O,0,0,0,2,N,1,Y,PURCHASE OF VEHICLE,1,UDUPI,POSITIVE,N,SEP,3,OWNER,,0,,,,0,0,Y,30000,30000,29
5896,Bad,PROF319,BANGALORE ,MAHINDRA SCORPIO LX 2.2 M HAWK DIESEL 2010,550000,504250,18420,36,Y,APLLICANT,O,30,30,3,PR005,0,200000,1,N,5,N,O,50000,0,0,3,N,1,Y,APPLICANT,1,BANGLORE,POSITIVE,N,SEP,1,PROOREITOR,,0,,,,0,0,Y,36000,164000,17
5897,Bad,PROF346,VIJAYAWADA,MARUTI SUZUKI SWIFT ZDI DIESEL 2012,450000,404250,10444,60,Y,APPLICANT,O,20,20,3,PR005,0,95000,20,Y,5,N,R,0,0,0,0,Y,2,N,OWN  PURPUS,1,NELLORE,POSITIVE,N,SEP,8,PROPRITOR,,0,,,,0,0,Y,45000,50000,21
5898,Good,PROF095,JAIPUR,MARUTI SUZUKI WAGON R VXI BS III PETROL 2014,400000,304250,9787,48,Y,SELF,O,29,29,3,PR005,0,55000,7,Y,5,N,R,0,0,0,0,Y,2,N,VEHICLES PURCHASE,1,JOBNER,POSITIVE,N,SEP,7,SELF,,0,,,,0,0,Y,25500,29500,61
5899,Bad,PROF252,MYSORE,CHEVROLET CRUZE LTZ DIESEL 2009,900000,614250,18837,48,Y,APPLICATION,O,30,30,3,PR008,0,500000,25,N,,N,O,0,0,0,20,Y,1,N,PERSONAL,1,SHIMOGA,POSITIVE,N,AGR,25,PROPREITOR,,0,,,,0,0,Y,100000,400000,5
5900,Good,PROF245,SALEM ,TOYOTA INNOVA 2.5 G 8 STR BS IV DIESEL 2015,1000000,950000,27709,48,Y,APPLCIANT,O,50,5,3,PR005,0,1300000,25,N,,N,O,0,0,0,20,Y,2,N,VECHILE PURCHASE,1,NAMMAKKAL,POSITIVE,N,SEP,20,PROPREITOR,,0,,,,0,0,Y,1145000,155000,47
5901,Bad,PROF235,GWALIOR ,FORD ENDEAVOUR XLT 4X2 DIESEL 2007,1200000,858500,26199,48,Y,HUSBAND,O,15,15,3,PR006,0,15000,8,Y,5,N,O,0,0,0,0,Y,1,Y,HUSBAND,1,SAGAR,POSITIVE,N,SEP,8,OWNER,,0,,,,0,0,Y,,,NA
5902,Good,PROF252,VIJAYAWADA,TATA INDICA VISTA LX TDI BS III DIESEL 2012,600000,254250,8009,48,Y,APPLICANT,O,25,25,3,PR007,0,300000,5,Y,5,Y,O,0,0,0,2,N,1,Y,APPLICANT USED THE VEHICLE,1,GUDIVADA,POSITIVE,N,AGR,5,AGRICULTURIST,,0,,,,0,0,Y,,,NA
5903,Good,PROF252,TIRUNELVELI ,TOYOTA INNOVA 2.5 V 8 STR DIESEL 2012,1000000,900000,22853,60,Y,APPLICANT,O,45,45,3,PR006,0,150000,25,N,,N,O,0,0,0,0,Y,2,N,VEH PURHCASE,1,TIRUNELVELI ,POSITIVE,N,SEP,25,AGRICULTURE AND FINANCE ,,0,,,,0,0,Y,40000,110000,21
5904,Bad,PROF269,COIMBATORE ,TOYOTA INNOVA 2.5 VX 8 STR BS III DIESEL 2012,1100000,990000,29370,48,Y,APPLICANT,O,35,35,3,PR004,100,150000,10,Y,1,N,O,1500000,10000000,100,30,Y,1,N,APPLICANT,1,COIMBATORE,POSITIVE,Y,SEP,10,PARTNER,,0,,,,0,0,Y,,,NA
5905,Good,PROF227,ERNAKULAM,MARUTI SUZUKI SWIFT VDI BS IV DIESEL 2010,400000,269250,9723,36,Y,APPLICANT ,O,30,30,3,PR002,0,65000,3,Y,5,N,R,0,0,0,15,N,1,N,SALE PURCHASE,1,COCHIN,POSITIVE,N,SAL,3,MARKETING EXICUTIVE,,0,,,,0,0,Y,0,65000,15
5906,Bad,PROF211,COIMBATORE ,MARUTI SUZUKI OMNI 5 SEATER BS III PETROL 2012,300000,164250,6189,36,Y,GUARANTOR ,O,25,25,3,PR006,0,50000,5,Y,1,N,R,0,0,0,2,Y,2,N,APPLICANT ,1,PULIAMPATTI ,POSITIVE,N,SEP,1,PROPERTER ,,0,,,,0,0,Y,20000,30000,21
5907,Good,PROF305,CHENNAI II,MAHINDRA SCORPIO SLE BS III DIESEL 2009,500000,354250,12985,36,Y,APPLICANT,O,40,44,3,PR005,0,65000,4,N,,N,R,0,0,0,5,Y,2,Y,APPLICANT,1,APPLICANT,POSITIVE,N,SEP,4,PROP,,0,,,,0,0,Y,0,65000,20
5908,Good,PROF207,BANGALORE ,TOYOTA INNOVA 2.5 G4 8 STR DIESEL 2007,450000,404250,14716,36,Y,APPLICANT ,O,30,30,3,PR005,0,30000,10,N,,Y,R,0,0,0,2,Y,2,N,PERSONAL,1,BANGLORE ,NEGATIVE,N,SEP,10,PROPREITOR,,0,,,,0,0,Y,2000,28000,53
5909,Good,PROF096,JODHPUR,MARUTI SUZUKI SWIFT VDI ABS DIESEL 2014,600000,485000,18727,36,Y,PROPRIETOR AND FATHER,O,2,2,3,PR005,0,400000,6,Y,1,N,O,0,0,0,15,N,1,Y,BT WITH CHOLAMANDALM AL & BUSINESS USE,1,JODHPUR,POSITIVE,N,SEP,6,CONTRACOTOR,,0,,,,0,0,Y,,,NA
5910,Good,PROF337,NAGPUR,SKODA FABIA ELEGANCE 1.2 TDI DIESEL 2011,400000,250000,9260,36,Y,SELF,O,10,10,3,PR005,0,50000,9,N,5,N,O,0,0,0,0,Y,1,N,APPLICANT,1,BHANDARA,POSITIVE,N,SEP,9,PROPREITOR,,0,,,,0,0,Y,0,50000,19
